Unnamed: 0,Team,Batter,Dismissal,Runs,Balls,4s,6s,SR,match_id,is_plate,dismissal_type,batting_position
20,RAJ,Aniket Choudhary,b Shubham Singh,2,4,0,0,50.0,JHKDvsRAJ,False,bowled,10
21,RAJ,Khaleel Ahmed,not out,1,1,0,0,100.0,JHKDvsRAJ,False,not out,11
0,JK,Qamran Iqbal,st Sumit Ghadigaonkar b Avinov Choudhury,55,71,6,0,77.46,JKvsASM,False,stumped,1
1,JK,Shubham Khajuria,lbw b Denish Das,39,36,7,0,108.33,JKvsASM,False,lbw,2
2,JK,Yawer Hassan,c Nihar Deka b Ayushman Malakar,138,109,13,4,126.61,JKvsASM,False,caught,3
3,JK,P Dogra (c),c Ayushman Malakar b Denish Das,10,16,1,0,62.5,JKvsASM,False,caught,4
4,JK,Abdul Samad,c Avinov Choudhury b Rahul Singh,24,28,2,0,85.71,JKvsASM,False,caught,5
5,JK,Rydham Sharma (wk),c Pradyun Saikia b Ayushman Malakar,35,28,5,0,125.0,JKvsASM,False,caught,6
6,JK,Auqib Nabi,run out (Purkayastha/Ayushman Malakar),15,8,2,0,187.5,JKvsASM,False,run out,7
7,JK,Yudhvir Singh,not out,15,4,0,2,375.0,JKvsASM,False,not out,8
8,JK,Nasir Lone,not out,0,0,0,0,0.0,JKvsASM,False,not out,9
9,ASM,Saurav Dihingia,c Abdul Samad b Nasir Lone,25,35,4,0,71.43,JKvsASM,False,caught,1
10,ASM,Pradyun Saikia,c Rydham Sharma b Yudhvir Singh,12,9,2,0,133.33,JKvsASM,False,caught,2
11,ASM,Swarupam Purkayastha,c Rydham Sharma b Yudhvir Singh,1,5,0,0,20.0,JKvsASM,False,caught,3
12,ASM,Sumit Ghadigaonkar (c & wk),c Nasir Lone b M Ashwin,53,51,8,0,103.92,JKvsASM,False,caught,4
13,ASM,Denish Das,c Yudhvir Singh b M Ashwin,33,34,4,0,97.06,JKvsASM,False,caught,5
14,ASM,Sibsankar Roy,lbw b M Ashwin,8,7,1,0,114.29,JKvsASM,False,lbw,6
15,ASM,Nihar Deka,c Shubham Khajuria b M Ashwin,19,21,2,0,90.48,JKvsASM,False,caught,7
16,ASM,Ayushman Malakar,c and b Abdul Samad,1,9,0,0,11.11,JKvsASM,False,caught,8
17,ASM,Mukhtar Hussain,c and b M Ashwin,1,2,0,0,50.0,JKvsASM,False,caught,9
18,ASM,Avinov Choudhury,lbw b Abid Mushtaq,20,28,2,0,71.43,JKvsASM,False,lbw,10
19,ASM,Rahul Singh,not out,2,16,0,0,12.5,JKvsASM,False,not out,11
0,JK,Qamran Iqbal,c Sudip Gharami b Shami,0,2,0,0,0.0,JKvsBEN,False,caught,1
1,JK,Shubham Khajuria,c (sub)Vishal Bhati b Mukesh Kumar,12,29,2,0,41.38,JKvsBEN,False,caught,2
2,JK,M Ashwin,lbw b Akash Deep,0,6,0,0,0.0,JKvsBEN,False,lbw,3
3,JK,Yawer Hassan,lbw b Shami,1,5,0,0,20.0,JKvsBEN,False,lbw,4
4,JK,P Dogra (c),c Abhimanyu Easwaran b Akash Deep,19,46,2,0,41.3,JKvsBEN,False,caught,5
5,JK,Abdul Samad,b Akash Deep,8,12,2,0,66.67,JKvsBEN,False,bowled,6
6,JK,Rydham Sharma (wk),c Sumanta Gupta b Mukesh Kumar,7,7,1,0,100.0,JKvsBEN,False,caught,7
7,JK,Abid Mushtaq,c Abishek Porel b Mukesh Kumar,2,5,0,0,40.0,JKvsBEN,False,caught,8
8,JK,Auqib Nabi,c Abishek Porel b Mukesh Kumar,0,3,0,0,0.0,JKvsBEN,False,caught,9
9,JK,Yudhvir Singh,c Abishek Porel b Akash Deep,7,4,0,1,175.0,JKvsBEN,False,caught,10
10,JK,Sunil Kumar,not out,1,5,0,0,20.0,JKvsBEN,False,not out,11
11,BEN,Abishek Porel (wk),not out,30,26,3,1,115.38,JKvsBEN,False,not out,1
12,BEN,Abhimanyu Easwaran (c),c Rydham Sharma b Auqib Nabi,4,4,1,0,100.0,JKvsBEN,False,caught,2
13,BEN,Sudip Kumar Gharami,not out,25,27,5,0,92.59,JKvsBEN,False,not out,3
0,JK,Qamran Iqbal,c Akshay Wadkar b Yash Thakur,54,68,7,0,79.41,JKvsVID,False,caught,1
1,JK,Shubham Khajuria,lbw b Darshan Nalkande,17,16,2,0,106.25,JKvsVID,False,lbw,2
2,JK,Yawer Hassan,c and b Harsh Dubey,79,94,8,0,84.04,JKvsVID,False,caught,3
3,JK,P Dogra (c),c Dhruv Shorey b Yash Thakur,0,1,0,0,0.0,JKvsVID,False,caught,4
4,JK,Rydham Sharma (wk),c Yash Rathod b Yash Kadam,4,6,0,0,66.67,JKvsVID,False,caught,5
5,JK,Abdul Samad,b Darshan Nalkande,32,25,2,2,128.0,JKvsVID,False,bowled,6
6,JK,Nasir Lone,c Akshay Wadkar b Yash Thakur,19,30,1,0,63.33,JKvsVID,False,caught,7
7,JK,Abid Mushtaq,c Parth Rekhade b Yash Kadam,9,9,1,0,100.0,JKvsVID,False,caught,8
8,JK,Auqib Nabi,c Aman Mokhade b Praful Hinge,40,26,3,3,153.85,JKvsVID,False,caught,9
9,JK,Yudhvir Singh,not out,42,24,2,4,175.0,JKvsVID,False,not out,10
10,JK,M Ashwin,not out,2,2,0,0,100.0,JKvsVID,False,not out,11
11,VID,Aman Mokhade,c Auqib Nabi b Yudhvir Singh,139,125,16,3,111.2,JKvsVID,False,caught,1
12,VID,Yash Rathod,c Rydham Sharma b Yudhvir Singh,8,5,2,0,160.0,JKvsVID,False,caught,2
13,VID,Dhruv Shorey,c Abdul Samad b Auqib Nabi,21,22,4,0,95.45,JKvsVID,False,caught,3
14,VID,Ravikumar Samarth,c and b Yudhvir Singh,114,108,12,0,105.56,JKvsVID,False,caught,4
15,VID,Akshay Wadkar (wk),lbw b Auqib Nabi,8,18,0,0,44.44,JKvsVID,False,lbw,5
16,VID,Harsh Dubey (c),not out,10,9,1,0,111.11,JKvsVID,False,not out,6
17,VID,Yash Kadam,not out,9,4,2,0,225.0,JKvsVID,False,not out,7
0,KAR,Mayank Agarwal (c),c Yash Dubey b Kumar Kartikeya,49,59,5,1,83.05,KARvsMP,False,caught,1
1,KAR,Devdutt Padikkal,b Tripuresh Singh,35,39,2,2,89.74,KARvsMP,False,bowled,2
2,KAR,Karun Nair,run out (Akshat Raghuwanshi),10,14,1,0,71.43,KARvsMP,False,run out,3
3,KAR,Smaran Ravichandran,b Shivang Kumar,11,26,0,0,42.31,KARvsMP,False,bowled,4
4,KAR,Krishnan Shrijith (wk),c Venkatesh Iyer b Shivang Kumar,6,14,0,0,42.86,KARvsMP,False,caught,5
5,KAR,Shreyas Gopal,b Shivang Kumar,19,25,2,0,76.0,KARvsMP,False,bowled,6
6,KAR,Abhinav Manohar,c Himanshu Mantri b Shivang Kumar,16,24,2,0,66.67,KARvsMP,False,caught,7
7,KAR,Vidyadhar Patil,not out,34,37,2,2,91.89,KARvsMP,False,not out,8
8,KAR,Shreesha Achar,lbw b Shivang Kumar,0,1,0,0,0.0,KARvsMP,False,lbw,9
9,KAR,Abhilash Shetty,run out (Venkatesh Iyer),11,42,0,0,26.19,KARvsMP,False,run out,10
10,KAR,Vidhwath Kaverappa,c Tripuresh Singh b Aryan Pandey,0,5,0,0,0.0,KARvsMP,False,caught,11
11,MP,Yash Dubey,c Abhilash Shetty b Shreesha Achar,40,43,6,0,93.02,KARvsMP,False,caught,1
12,MP,Himanshu Mantri (wk),c Abhilash Shetty b Vidyadhar Patil,34,35,5,0,97.14,KARvsMP,False,caught,2
13,MP,Venkatesh Iyer (c),not out,65,33,4,5,196.97,KARvsMP,False,not out,3
14,MP,Akshat Raghuwanshi,c Abhinav Manohar b Shreyas Gopal,26,17,2,1,152.94,KARvsMP,False,caught,4
15,MP,Tripuresh Singh,not out,36,12,3,3,300.0,KARvsMP,False,not out,5
0,KAR,Mayank Agarwal (c),c Aman Khan b Sidak Singh,132,124,15,2,106.45,KARvsPDC,False,caught,1
1,KAR,Padikkal,c and b Jayant Yadav,113,116,10,4,97.41,KARvsPDC,False,caught,2
2,KAR,Karun Nair,not out,62,34,4,4,182.35,KARvsPDC,False,not out,3
3,KAR,Smaran Ravichandran,c Aman Khan b Vishal Khokhar,21,17,2,0,123.53,KARvsPDC,False,caught,4
4,KAR,Manvanth Kumar L,c Mohit Kale b Parth Vaghani,3,4,0,0,75.0,KARvsPDC,False,caught,5
5,KAR,Abhinav Manohar,not out,21,6,2,2,350.0,KARvsPDC,False,not out,6
6,PDC,Neyan Shyam Kangayan,c Vidhwath Kaverappa b Karun Nair,68,66,9,1,103.03,KARvsPDC,False,caught,1
7,PDC,Ajay Rohera (wk),b Shreesha Achar,32,41,4,1,78.05,KARvsPDC,False,bowled,2
8,PDC,Jashwanth Shreeram,lbw b Karun Nair,14,21,2,0,66.67,KARvsPDC,False,lbw,3
9,PDC,Mohit Kale,lbw b Vidhwath Kaverappa,22,40,1,0,55.0,KARvsPDC,False,lbw,4
10,PDC,Aman Khan (c),c Shreyas Gopal b Vidhwath Kaverappa,34,20,2,3,170.0,KARvsPDC,False,caught,5
11,PDC,Vikneshwaran Marimuthu,c Shreesha Achar b Shreyas Gopal,31,44,2,0,70.45,KARvsPDC,False,caught,6
12,PDC,Jayant Yadav,b Manvanth Kumar L,54,35,4,2,154.29,KARvsPDC,False,bowled,7
13,PDC,Sidak Singh,c Abhinav Manohar b Abhilash Shetty,27,22,1,3,122.73,KARvsPDC,False,caught,8
14,PDC,Sagar Udeshi,b Manvanth Kumar L,0,1,0,0,0.0,KARvsPDC,False,bowled,9
15,PDC,Parth Vaghani,b Manvanth Kumar L,0,7,0,0,0.0,KARvsPDC,False,bowled,10
16,PDC,Vishal Khokhar,not out,1,3,0,0,33.33,KARvsPDC,False,not out,11
0,KAR,Mayank Agarwal (c),c Aman Shekhawat b Kukna Ajay Singh,100,107,9,3,93.46,KARvsRAJ,False,caught,1
1,KAR,Padikkal,b Manav Suthar,91,82,12,2,110.98,KARvsRAJ,False,bowled,2
2,KAR,Karun Nair,c Aditya Rathore b Kukna Ajay Singh,14,14,2,0,100.0,KARvsRAJ,False,caught,3
3,KAR,Smaran Ravichandran,c Karan Lamba b Ashok Sharma,12,15,1,0,80.0,KARvsRAJ,False,caught,4
4,KAR,Rahul (wk),c Deepak Hooda b Manav Suthar,25,28,4,0,89.29,KARvsRAJ,False,caught,5
5,KAR,Abhinav Manohar,c Akash Singh b Aman Shekhawat,35,27,3,2,129.63,KARvsRAJ,False,caught,6
6,KAR,Manvanth Kumar L,b Khaleel Ahmed,5,9,0,0,55.56,KARvsRAJ,False,bowled,7
7,KAR,Shreyas Gopal,not out,19,13,2,0,146.15,KARvsRAJ,False,not out,8
8,KAR,Vijaykumar Vyshak,not out,10,6,1,0,166.67,KARvsRAJ,False,not out,9
9,RAJ,Aditya Singh Rathore,c Rahul b Vijaykumar Vyshak,14,13,3,0,107.69,KARvsRAJ,False,caught,1
10,RAJ,Ramnivas Golada,c Smaran Ravichandran b Prasidh,16,17,0,2,94.12,KARvsRAJ,False,caught,2
11,RAJ,Akash Maharaj Singh,c Karun Nair b Shreesha Achar,12,21,2,0,57.14,KARvsRAJ,False,caught,3
12,RAJ,Deepak Hooda,b Shreyas Gopal,29,32,3,0,90.62,KARvsRAJ,False,bowled,4
13,RAJ,Karan Lamba,c Abhinav Manohar b Shreesha Achar,55,66,1,2,83.33,KARvsRAJ,False,caught,5
14,RAJ,Kukna Ajay Singh,c Padikkal b Shreyas Gopal,25,40,2,1,62.5,KARvsRAJ,False,caught,6
15,RAJ,Samarpit Joshi (wk),lbw b Prasidh,11,22,1,0,50.0,KARvsRAJ,False,lbw,7
16,RAJ,Manav Suthar (c),b Prasidh,4,10,1,0,40.0,KARvsRAJ,False,bowled,8
17,RAJ,Ashok Sharma,b Prasidh,0,2,0,0,0.0,KARvsRAJ,False,bowled,9
18,RAJ,Khaleel Ahmed,not out,5,4,1,0,125.0,KARvsRAJ,False,not out,10
19,RAJ,Aman Singh Shekhawat,lbw b Prasidh,0,1,0,0,0.0,KARvsRAJ,False,lbw,11
0,KAR,Mayank Agarwal (c),c Tejasvi Jaiswal b Abhijit K Sarkar,5,8,1,0,62.5,KARvsTRI,False,caught,1
1,KAR,Padikkal,c Swapnil Singh b Abhijit K Sarkar,108,120,8,3,90.0,KARvsTRI,False,caught,2
2,KAR,Karun Nair,c Sentu Sarkar b Abhijit K Sarkar,0,3,0,0,0.0,KARvsTRI,False,caught,3
3,KAR,Smaran Ravichandran,c Tejasvi Jaiswal b Viki Saha,60,82,8,0,73.17,KARvsTRI,False,caught,4
4,KAR,Rahul (wk),c Sentu Sarkar b Ajay Sarkar,35,28,4,1,125.0,KARvsTRI,False,caught,5
5,KAR,Abhinav Manohar,not out,79,43,6,4,183.72,KARvsTRI,False,not out,6
6,KAR,Vidyadhar Patil,c Tejasvi Jaiswal b Abhijit K Sarkar,1,2,0,0,50.0,KARvsTRI,False,caught,7
7,KAR,Shreyas Gopal,c Ajay Sarkar b M Murasingh,29,15,2,2,193.33,KARvsTRI,False,caught,8
8,KAR,Vijaykumar Vyshak,not out,1,2,0,0,50.0,KARvsTRI,False,not out,9
9,TRI,Tejasvi Jaiswal,b Vijaykumar Vyshak,25,30,2,1,83.33,KARvsTRI,False,bowled,1
10,TRI,Udiyan Bose,run out (Padikkal),0,2,0,0,0.0,KARvsTRI,False,run out,2
11,TRI,Sridam Paul,b Vidyadhar Patil,5,8,0,0,62.5,KARvsTRI,False,bowled,3
12,TRI,Vijay Shankar,c Rahul b Prasidh,1,5,0,0,20.0,KARvsTRI,False,caught,4
13,TRI,Rajat Dey,c and b Shreesha Achar,66,102,5,0,64.71,KARvsTRI,False,caught,5
14,TRI,Manisankar Murasingh (c),c Rahul b Vijaykumar Vyshak,2,11,0,0,18.18,KARvsTRI,False,caught,6
15,TRI,Swapnil Singh,b Vijaykumar Vyshak,100,93,7,2,107.53,KARvsTRI,False,bowled,7
16,TRI,Sentu Sarkar (wk),not out,26,34,1,0,76.47,KARvsTRI,False,not out,8
17,TRI,Abhijit K Sarkar,c and b Shreyas Gopal,2,4,0,0,50.0,KARvsTRI,False,caught,9
18,TRI,Ajay Sarkar,b Shreyas Gopal,5,4,1,0,125.0,KARvsTRI,False,bowled,10
19,TRI,Viki Saha,lbw b Shreyas Gopal,0,1,0,0,0.0,KARvsTRI,False,lbw,11
0,KAR,Mayank Agarwal (c),lbw b Nachiket Bhute,9,10,2,0,90.0,KARvsVID,False,lbw,1
1,KAR,Devdutt Padikkal,c Rohit Binkar b Yash Thakur,4,19,1,0,21.05,KARvsVID,False,caught,2
2,KAR,Karun Nair,c Aman Mokhade b Darshan Nalkande,76,90,8,1,84.44,KARvsVID,False,caught,3
3,KAR,Dhruv Prabhakar,c Dhruv Shorey b Darshan Nalkande,28,33,5,0,84.85,KARvsVID,False,caught,4
4,KAR,Krishnan Shrijith (wk),b Yash Kadam,54,53,7,0,101.89,KARvsVID,False,bowled,5
5,KAR,Shreyas Gopal,c Samarth R b Darshan Nalkande,36,39,4,0,92.31,KARvsVID,False,caught,6
6,KAR,Abhinav Manohar,c Samarth R b Darshan Nalkande,26,33,1,0,78.79,KARvsVID,False,caught,7
7,KAR,Vidyadhar Patil,c Samarth R b Darshan Nalkande,1,2,0,0,50.0,KARvsVID,False,caught,8
8,KAR,Vijaykumar Vyshak,c Nachiket Bhute b Yash Thakur,17,11,0,2,154.55,KARvsVID,False,caught,9
9,KAR,Abhilash Shetty,run out ((sub)Parth Rekhade/Rohit Binkar),4,7,0,0,57.14,KARvsVID,False,run out,10
10,KAR,Vidhwath Kaverappa,not out,0,1,0,0,0.0,KARvsVID,False,not out,11
11,VID,Atharva Taide,c Padikkal b Abhilash Shetty,6,14,1,0,42.86,KARvsVID,False,caught,1
12,VID,Aman Mokhade,c Padikkal b Vidyadhar Patil,138,122,12,2,113.11,KARvsVID,False,caught,2
13,VID,Dhruv Shorey,c Krishnan Shrijith b Abhilash Shetty,47,64,5,0,73.44,KARvsVID,False,caught,3
14,VID,Ravikumar Samarth,not out,76,69,7,0,110.14,KARvsVID,False,not out,4
15,VID,Rohit Binkar (wk),c Karun Nair b Abhilash Shetty,11,9,2,0,122.22,KARvsVID,False,caught,5
16,VID,Harsh Dubey (c),not out,0,0,0,0,0.0,KARvsVID,False,not out,6
0,KER,Kunnummal (c),c Krishnan Shrijith b Abhilash Shetty,12,21,2,0,57.14,KERvsKAR,False,caught,1
1,KER,Abhishek P Nair,c Krishnan Shrijith b Abhilash Shetty,7,8,1,0,87.5,KERvsKAR,False,caught,2
2,KER,Ahammed Imran,lbw b Abhilash Shetty,0,1,0,0,0.0,KERvsKAR,False,lbw,3
3,KER,Aparajith,c Smaran Ravichandran b Shreyas Gopal,71,62,8,2,114.52,KERvsKAR,False,caught,4
4,KER,Akhil Scaria,c Krishnan Shrijith b Vidhwath Kaverappa,27,60,0,1,45.0,KERvsKAR,False,caught,5
5,KER,Vishnu Vinod,c Shreesha Achar b Shreyas Gopal,35,37,3,1,94.59,KERvsKAR,False,caught,6
6,KER,Azharuddeen (wk),not out,84,58,3,4,144.83,KERvsKAR,False,not out,7
7,KER,Ankit Sharma,c Krishnan Shrijith b Vidyadhar Patil,2,7,0,0,28.57,KERvsKAR,False,caught,8
8,KER,Nidheesh,not out,34,47,2,1,72.34,KERvsKAR,False,not out,9
9,KAR,Mayank Agarwal (c),lbw b Akhil Scaria,1,7,0,0,14.29,KERvsKAR,False,lbw,1
10,KAR,Devdutt Padikkal,c Vignesh Puthur b Nidheesh,124,137,12,3,90.51,KERvsKAR,False,caught,2
11,KAR,Karun Nair,not out,130,130,14,0,100.0,KERvsKAR,False,not out,3
12,KAR,Smaran Ravichandran,not out,25,16,4,0,156.25,KERvsKAR,False,not out,4
0,KER,Kunnummal (c),b Vijay Shankar,94,92,11,3,102.17,KERvsTRI,False,bowled,1
1,KER,Abhishek P Nair,b M Murasingh,21,24,3,0,87.5,KERvsTRI,False,bowled,2
2,KER,Ahammed Imran,lbw b M Murasingh,0,1,0,0,0.0,KERvsTRI,False,lbw,3
3,KER,Aparajith,c Abhijit K Sarkar b Vijay Shankar,64,73,4,2,87.67,KERvsTRI,False,caught,4
4,KER,Vishnu Vinod,not out,102,62,9,6,164.52,KERvsTRI,False,not out,5
5,KER,Ankit Sharma,c Tejasvi Jaiswal b Abhijit K Sarkar,28,26,4,0,107.69,KERvsTRI,False,caught,6
6,KER,Azharuddeen (wk),c and b Abhijit K Sarkar,1,3,0,0,33.33,KERvsTRI,False,caught,7
7,KER,Akhil Scaria,c Sentu Sarkar b M Murasingh,18,18,1,0,100.0,KERvsTRI,False,caught,8
8,KER,Nidheesh,run out (Rajat Dey),0,0,0,0,0.0,KERvsTRI,False,run out,9
9,KER,KM Asif,not out,1,1,0,0,100.0,KERvsTRI,False,not out,10
10,TRI,Tejasvi Jaiswal,c Azharuddeen b Ankit Sharma,40,59,6,0,67.8,KERvsTRI,False,caught,1
11,TRI,Udiyan Bose,c and b Vignesh Puthur,29,27,2,2,107.41,KERvsTRI,False,caught,2
12,TRI,Sridam Paul,c Vignesh Puthur b Ankit Sharma,67,50,1,6,134.0,KERvsTRI,False,caught,3
13,TRI,Vijay Shankar,c and b Nidheesh,8,10,1,0,80.0,KERvsTRI,False,caught,4
14,TRI,Rajat Dey,c Kunnummal b KM Asif,21,23,1,1,91.3,KERvsTRI,False,caught,5
15,TRI,Manisankar Murasingh (c),b Aparajith,5,10,0,0,50.0,KERvsTRI,False,bowled,6
16,TRI,Swapnil Singh,c Vignesh Puthur b Aparajith,2,5,0,0,40.0,KERvsTRI,False,caught,7
17,TRI,Sentu Sarkar (wk),not out,8,17,0,0,47.06,KERvsTRI,False,not out,8
18,TRI,Saurabh Das,c Vignesh Puthur b Aparajith,2,6,0,0,33.33,KERvsTRI,False,caught,9
19,TRI,Abhijit K Sarkar,c Vignesh Puthur b Aparajith,1,6,0,0,16.67,KERvsTRI,False,caught,10
20,TRI,Viki Saha,c Vignesh Puthur b Aparajith,6,9,1,0,66.67,KERvsTRI,False,caught,11
0,MAH,Prithvi Shaw,c Deepraj Gaonkar b Arjun Tendulkar,1,5,0,0,20.0,MAHvsGOA,False,caught,1
1,MAH,Arshin Kulkarni,c Rajashekhar Harikant b V Koushik,0,1,0,0,0.0,MAHvsGOA,False,caught,2
2,MAH,Ankit Bawne,lbw b V Koushik,0,2,0,0,0.0,MAHvsGOA,False,lbw,3
3,MAH,Siddharth Mhatre,c and b V Koushik,3,27,0,0,11.11,MAHvsGOA,False,caught,4
4,MAH,Ruturaj Gaikwad (c),not out,134,131,8,6,102.29,MAHvsGOA,False,not out,5
5,MAH,Saurabh Nawale (wk),lbw b Deepraj Gaonkar,5,10,1,0,50.0,MAHvsGOA,False,lbw,6
6,MAH,Ramakrishna Ghosh,c Rajashekhar Harikant b Darshan Misal,14,25,1,1,56.0,MAHvsGOA,False,caught,7
7,MAH,Vicky Ostwal,c Snehal Kauthankar b Lalit Yadav,53,82,2,2,64.63,MAHvsGOA,False,caught,8
8,MAH,Rajvardhan Hangargekar,not out,32,19,1,3,168.42,MAHvsGOA,False,not out,9
9,GOA,Kashyap Bakhale,c Ruturaj Gaikwad b Prashant Solanki,42,45,5,2,93.33,MAHvsGOA,False,caught,1
10,GOA,Snehal Kauthankar,b Rajvardhan Hangargekar,40,49,3,1,81.63,MAHvsGOA,False,bowled,2
11,GOA,Abhinav Tejrana,c Saurabh Nawale b Prashant Solanki,16,21,2,0,76.19,MAHvsGOA,False,caught,3
12,GOA,Suyash Prabhudessai,c Ramakrishna Ghosh b Rajvardhan Hangargekar,10,8,0,1,125.0,MAHvsGOA,False,caught,4
13,GOA,Lalit Yadav,not out,57,67,5,1,85.07,MAHvsGOA,False,not out,5
14,GOA,Vikash Kanwar Singh,c Ruturaj Gaikwad b Prashant Solanki,13,14,1,1,92.86,MAHvsGOA,False,caught,6
15,GOA,Deepraj Gaonkar (c),lbw b Ramakrishna Ghosh,34,44,5,0,77.27,MAHvsGOA,False,lbw,7
16,GOA,Darshan Misal,c Saurabh Nawale b Pradeep Dadhe,2,9,0,0,22.22,MAHvsGOA,False,caught,8
17,GOA,Arjun Tendulkar,c and b Vicky Ostwal,5,18,0,0,27.78,MAHvsGOA,False,caught,9
18,GOA,Rajashekhar Harikant (wk),lbw b Prashant Solanki,9,9,0,1,100.0,MAHvsGOA,False,lbw,10
19,GOA,Vasuki Koushik,not out,4,16,0,0,25.0,MAHvsGOA,False,not out,11
0,MAH,Prithvi Shaw,lbw b Musheer Khan,71,75,10,1,94.67,MAHvsMUM,False,lbw,1
1,MAH,Arshin Kulkarni,c Shams Mulani b Tushar Deshpande,114,114,11,3,100.0,MAHvsMUM,False,caught,2
2,MAH,Ruturaj Gaikwad (c),b Shams Mulani,66,52,7,0,126.92,MAHvsMUM,False,bowled,3
3,MAH,Tripathi,c Musheer Khan b Tushar Deshpande,23,25,0,1,92.0,MAHvsMUM,False,caught,4
4,MAH,Ramakrishna Ghosh,not out,64,27,3,5,237.04,MAHvsMUM,False,not out,5
5,MAH,Nikhil Naik (wk),not out,9,7,0,0,128.57,MAHvsMUM,False,not out,6
6,MUM,Yashasvi Jaiswal,c Nikhil Naik b Ramakrishna Ghosh,3,9,0,0,33.33,MAHvsMUM,False,caught,1
7,MUM,Angkrish Raghuvanshi,c Nikhil Naik b Pradeep Dadhe,92,88,9,2,104.55,MAHvsMUM,False,caught,2
8,MUM,Musheer Khan,b Pradeep Dadhe,0,4,0,0,0.0,MAHvsMUM,False,bowled,3
9,MUM,Siddhesh Lad,lbw b Satyajeet Bachhav,52,41,6,2,126.83,MAHvsMUM,False,lbw,4
10,MUM,Chinmay Rajesh Sutar,run out (Ruturaj Gaikwad),2,12,0,0,16.67,MAHvsMUM,False,run out,5
11,MUM,Shams Mulani,c Tripathi b Rajvardhan Hangargekar,24,30,2,0,80.0,MAHvsMUM,False,caught,6
12,MUM,Hardik Tamore (wk),b Satyajeet Bachhav,5,10,0,0,50.0,MAHvsMUM,False,bowled,7
13,MUM,Tushar Deshpande,c Ruturaj Gaikwad b Arshin Kulkarni,6,6,1,0,100.0,MAHvsMUM,False,caught,8
14,MUM,Tanush Kotian,not out,36,36,4,1,100.0,MAHvsMUM,False,not out,9
15,MUM,Shardul Thakur (c),b Vicky Ostwal,4,5,1,0,80.0,MAHvsMUM,False,bowled,10
16,MUM,Sylvester DSouza,c Ruturaj Gaikwad b Pradeep Dadhe,5,11,1,0,45.45,MAHvsMUM,False,caught,11
0,MAH,Arshin Kulkarni,c Aarav Mahajan b Abhay Negi,13,17,0,2,76.47,MAHvsUTK,False,caught,1
1,MAH,Siddhesh Veer,lbw b Mayank Mishra,12,20,3,0,60.0,MAHvsUTK,False,lbw,2
2,MAH,Ankit Bawne,lbw b J Suchith,12,20,3,0,60.0,MAHvsUTK,False,lbw,3
3,MAH,Ruturaj Gaikwad (c),c Naveen Kumar Singh b Devendra Singh Bora,124,113,12,3,109.73,MAHvsUTK,False,caught,4
4,MAH,Tripathi,c Saurabh Rawat b Abhay Negi,33,47,3,0,70.21,MAHvsUTK,False,caught,5
5,MAH,Satyajeet Bachhav,c J Suchith b Devendra Singh Bora,56,45,2,4,124.44,MAHvsUTK,False,caught,6
6,MAH,Ramakrishna Ghosh,c J Suchith b Devendra Singh Bora,47,31,4,2,151.61,MAHvsUTK,False,caught,7
7,MAH,Nikhil Naik (wk),not out,11,7,1,0,157.14,MAHvsUTK,False,not out,8
8,MAH,Vicky Ostwal,not out,1,1,0,0,100.0,MAHvsUTK,False,not out,9
9,UTK,Aarav Mahajan,c Rajvardhan Hangargekar b Ramakrishna Ghosh,13,17,2,0,76.47,MAHvsUTK,False,caught,1
10,UTK,Yuvraj Chaudhary,c Nikhil Naik b Rajvardhan Hangargekar,32,43,2,0,74.42,MAHvsUTK,False,caught,2
11,UTK,Kunal Chandela (c),c Pradeep Dadhe b Ramakrishna Ghosh,8,13,1,0,61.54,MAHvsUTK,False,caught,3
12,UTK,Harsh Rana,b Rajvardhan Hangargekar,18,25,2,0,72.0,MAHvsUTK,False,bowled,4
13,UTK,Jagadeesha Suchith,b Rajvardhan Hangargekar,11,13,2,0,84.62,MAHvsUTK,False,bowled,5
14,UTK,Saurabh Rawat (wk),b Satyajeet Bachhav,56,69,2,2,81.16,MAHvsUTK,False,bowled,6
15,UTK,Shashwat Dangwal,c Pradeep Dadhe b Siddhesh Veer,25,28,4,0,89.29,MAHvsUTK,False,caught,7
16,UTK,Abhay Negi,lbw b Satyajeet Bachhav,1,3,0,0,33.33,MAHvsUTK,False,lbw,8
17,UTK,Mayank Mishra,b Siddhesh Veer,31,47,3,1,65.96,MAHvsUTK,False,bowled,9
18,UTK,Devendra Singh Bora,not out,0,2,0,0,0.0,MAHvsUTK,False,not out,10
19,UTK,Naveen Kumar Singh,lbw b Satyajeet Bachhav,0,2,0,0,0.0,MAHvsUTK,False,lbw,11
0,MP,Yash Dubey,b Shubham Singh,29,31,4,0,93.55,MPvsJHKD,False,bowled,1
1,MP,Himanshu Mantri (wk),st Ishan Kishan b Utkarsh Singh,18,16,2,0,112.5,MPvsJHKD,False,stumped,2
2,MP,Shubham Sharma,lbw b Utkarsh Singh,34,51,2,0,66.67,MPvsJHKD,False,lbw,3
3,MP,Rajat Patidar,b Anukul Roy,29,37,2,0,78.38,MPvsJHKD,False,bowled,4
4,MP,Venkatesh Iyer (c),run out (Shubham Singh),9,14,1,0,64.29,MPvsJHKD,False,run out,5
5,MP,Akshat Raghuwanshi,c (sub)Pankaj Kumar b Bal Krishna,64,61,5,2,104.92,MPvsJHKD,False,caught,6
