Unnamed: 0,Team,Batter,Dismissal,Runs,Balls,4s,6s,SR,match_id,is_plate,dismissal_type,batting_position
0,MUM,Angkrish Raghuvanshi,b Jagmohan Nagarkoti,11,20,1,0,55.0,MUMvsUTK,False,bowled,1
1,MUM,Rohit,c Jagmohan Nagarkoti b Devendra Singh Bora,0,1,0,0,0.0,MUMvsUTK,False,caught,2
2,MUM,Musheer Khan,c J Suchith b Mayank Mishra,55,56,7,0,98.21,MUMvsUTK,False,caught,3
3,MUM,Sarfaraz Khan,c and b J Suchith,55,49,5,1,112.24,MUMvsUTK,False,caught,4
4,MUM,S Lad,c Aarav Mahajan b Devendra Singh Bora,21,32,1,0,65.62,MUMvsUTK,False,caught,5
5,MUM,Hardik Tamore (wk),not out,93,82,7,2,113.41,MUMvsUTK,False,not out,6
6,MUM,Thakur (c),c Kamal Singh b Yuvraj Chaudhary,29,21,2,1,138.1,MUMvsUTK,False,caught,7
7,MUM,Shams Mulani,c Kunal Chandela b Devendra Singh Bora,48,35,4,1,137.14,MUMvsUTK,False,caught,8
8,MUM,Tanush Kotian,not out,4,5,0,0,80.0,MUMvsUTK,False,not out,9
9,UTK,Kamal Singh,c Rohit b Thakur,1,10,0,0,10.0,MUMvsUTK,False,caught,1
10,UTK,Yuvraj Chaudhary,c Sarfaraz Khan b Thakur,96,96,4,4,100.0,MUMvsUTK,False,caught,2
11,UTK,Kunal Chandela (c),lbw b Onkar Tarmale,32,37,5,0,86.49,MUMvsUTK,False,lbw,3
12,UTK,Aanjaneya Suryavanshi,c and b Shams Mulani,20,33,0,1,60.61,MUMvsUTK,False,caught,4
13,UTK,Aarav Mahajan,run out (Onkar Tarmale),8,11,1,0,72.73,MUMvsUTK,False,run out,5
14,UTK,Saurabh Rawat (wk),lbw b Musheer Khan,24,26,3,0,92.31,MUMvsUTK,False,lbw,6
15,UTK,Jagadeesha Suchith,c S Lad b Onkar Tarmale,51,43,6,1,118.6,MUMvsUTK,False,caught,7
16,UTK,Abhay Negi,c Thakur b Musheer Khan,11,14,0,1,78.57,MUMvsUTK,False,caught,8
17,UTK,Mayank Mishra,b Tanush Kotian,4,6,0,0,66.67,MUMvsUTK,False,bowled,9
18,UTK,Jagmohan Nagarkoti,not out,13,15,1,0,86.67,MUMvsUTK,False,not out,10
19,UTK,Devendra Singh Bora,not out,6,9,0,0,66.67,MUMvsUTK,False,not out,11
0,ODSA,Om T Munde,c (sub)Anuj Rawat b Hrithik Shokeen,26,49,3,0,53.06,ODSAvsDEL,False,caught,1
1,ODSA,Swastik Samal,c (sub)Anuj Rawat b Hrithik Shokeen,28,25,5,0,112.0,ODSAvsDEL,False,caught,2
2,ODSA,Sandeep Pattnaik,c (sub)Anuj Rawat b Prince Yadav,13,24,1,0,54.17,ODSAvsDEL,False,caught,3
3,ODSA,G Poddar,c Sarthak Ranjan b Hrithik Shokeen,35,53,3,0,66.04,ODSAvsDEL,False,caught,4
4,ODSA,Samantray (c),c Sarthak Ranjan b Nitish Rana,72,74,3,4,97.3,ODSAvsDEL,False,caught,5
5,ODSA,Prayash Singh,b Hrithik Shokeen,8,9,1,0,88.89,ODSAvsDEL,False,bowled,6
6,ODSA,Aasirwad Swain (wk),run out (Nitish Rana),13,26,0,0,50.0,ODSAvsDEL,False,run out,7
7,ODSA,Sambit S Baral,c Tejasvi Dahiya b Prince Yadav,17,19,2,1,89.47,ODSAvsDEL,False,caught,8
8,ODSA,Rajesh Mohanty,not out,17,12,1,1,141.67,ODSAvsDEL,False,not out,9
9,ODSA,Debabrata Pradhan,not out,21,9,1,2,233.33,ODSAvsDEL,False,not out,10
10,DEL,Priyansh Arya,c Swastik Samal b Rajesh Mohanty,5,5,1,0,100.0,ODSAvsDEL,False,caught,1
11,DEL,Sarthak Ranjan,c Sandeep Pattnaik b Debabrata Pradhan,1,2,0,0,50.0,ODSAvsDEL,False,caught,2
12,DEL,Ayush Doseja,run out (Om T Munde),28,47,2,0,59.57,ODSAvsDEL,False,run out,3
13,DEL,Rishabh Pant (c & wk),c Om T Munde b Debabrata Pradhan,24,28,3,1,85.71,ODSAvsDEL,False,caught,4
14,DEL,Nitish Rana,c Aasirwad Swain b Sambit S Baral,2,7,0,0,28.57,ODSAvsDEL,False,caught,5
15,DEL,Tejasvi Dahiya,c Swastik Samal b Sambit S Baral,1,10,0,0,10.0,ODSAvsDEL,False,caught,6
16,DEL,Harsh Tyagi,c G Poddar b Debabrata Pradhan,43,71,2,1,60.56,ODSAvsDEL,False,caught,7
17,DEL,Hrithik Shokeen,c Samantray b Sambit S Baral,32,24,3,2,133.33,ODSAvsDEL,False,caught,8
18,DEL,Navdeep Saini,c Aasirwad Swain b Badal Biswal,17,24,1,1,70.83,ODSAvsDEL,False,caught,9
19,DEL,Divij Mehra,c Sambit S Baral b Rajesh Mohanty,27,36,4,0,75.0,ODSAvsDEL,False,caught,10
20,DEL,Prince Yadav,not out,1,2,0,0,50.0,ODSAvsDEL,False,not out,11
0,ODSA,Om T Munde,c Anshul Kamboj b Anuj Thakral,20,35,3,0,57.14,ODSAvsHAR,False,caught,1
1,ODSA,Swastik Samal,c Rahul Tewatia b Parth Vats,101,102,10,3,99.02,ODSAvsHAR,False,caught,2
2,ODSA,Aasirwad Swain (wk),c Yashvardhan Dalal b Samant Jakhar,0,4,0,0,0.0,ODSAvsHAR,False,caught,3
3,ODSA,G Poddar,c (sub)Yuvraj Singh b Anuj Thakral,77,82,8,1,93.9,ODSAvsHAR,False,caught,4
4,ODSA,Samantray (c),c (sub)Yuvraj Singh b Anshul Kamboj,47,39,2,2,120.51,ODSAvsHAR,False,caught,5
5,ODSA,Prayash Singh,c Anshul Kamboj b Parth Vats,5,8,1,0,62.5,ODSAvsHAR,False,caught,6
6,ODSA,Soumya Ranjan Lenka,c (sub)Yuvraj Singh b Parth Vats,0,1,0,0,0.0,ODSAvsHAR,False,caught,7
7,ODSA,Debabrata Pradhan,c Mayank Shandilya b Anuj Thakral,15,13,2,0,115.38,ODSAvsHAR,False,caught,8
8,ODSA,Sambit S Baral,run out (Yashvardhan Dalal),12,8,2,0,150.0,ODSAvsHAR,False,run out,9
9,ODSA,Rajesh Mohanty,not out,9,8,1,0,112.5,ODSAvsHAR,False,not out,10
10,HAR,Mayank Shandilya,b Rajesh Mohanty,4,18,0,0,22.22,ODSAvsHAR,False,bowled,1
11,HAR,Ankit Kumar (c),c Aasirwad Swain b Debabrata Pradhan,10,9,2,0,111.11,ODSAvsHAR,False,caught,2
12,HAR,Himanshu Rana,c G Poddar b Debabrata Pradhan,0,2,0,0,0.0,ODSAvsHAR,False,caught,3
13,HAR,Yashvardhan Dalal (wk),lbw b Soumya Ranjan Lenka,34,32,6,0,106.25,ODSAvsHAR,False,lbw,4
14,HAR,Parth Vats,not out,157,136,13,5,115.44,ODSAvsHAR,False,not out,5
15,HAR,Rahul Tewatia,lbw b Samantray,29,41,2,1,70.73,ODSAvsHAR,False,lbw,6
16,HAR,Samant Jakhar,c G Poddar b Samantray,3,6,0,0,50.0,ODSAvsHAR,False,caught,7
17,HAR,Anuj Thakral,not out,59,48,3,3,122.92,ODSAvsHAR,False,not out,8
0,ODSA,Om T Munde,b Zubair Ali,19,20,3,0,95.0,ODSAvsRLYS,False,bowled,1
1,ODSA,Swastik Samal,b Varun,7,16,1,0,43.75,ODSAvsRLYS,False,bowled,2
2,ODSA,Shantanu Mishra,b Raj Choudhary,23,43,2,0,53.49,ODSAvsRLYS,False,bowled,3
3,ODSA,Govinda Poddar,c Kush Marathe b Karn Sharma,19,30,2,0,63.33,ODSAvsRLYS,False,caught,4
4,ODSA,Biplab Samantray (c),c Zubair Ali b Raj Choudhary,43,48,2,1,89.58,ODSAvsRLYS,False,caught,5
5,ODSA,Sambit S Baral,c (sub)Ansh Yadav b Zubair Ali,50,65,3,1,76.92,ODSAvsRLYS,False,caught,6
6,ODSA,Dinesh Majhi (wk),c Karn Sharma b Raj Choudhary,15,28,0,0,53.57,ODSAvsRLYS,False,caught,7
7,ODSA,Soumya Ranjan Lenka,c (sub)Kunal Yadav b Varun,56,36,5,4,155.56,ODSAvsRLYS,False,caught,8
8,ODSA,Rajesh Mohanty,b Akash Pandey,6,8,0,0,75.0,ODSAvsRLYS,False,bowled,9
9,ODSA,Debabrata Pradhan,c Sahab Yuvraj b Varun,6,4,1,0,150.0,ODSAvsRLYS,False,caught,10
10,ODSA,Sayed Tufayl Ahmad,not out,1,2,0,0,50.0,ODSAvsRLYS,False,not out,11
11,RLYS,Suraj Ahuja,c Dinesh Majhi b Debabrata Pradhan,10,19,2,0,52.63,ODSAvsRLYS,False,caught,1
12,RLYS,Pratham Singh,b Sambit S Baral,18,33,2,0,54.55,ODSAvsRLYS,False,bowled,2
13,RLYS,Sahab Yuvraj,not out,118,134,11,2,88.06,ODSAvsRLYS,False,not out,3
14,RLYS,Upendra Yadav (wk),c Rajesh Mohanty b Om T Munde,17,19,1,0,89.47,ODSAvsRLYS,False,caught,4
15,RLYS,Kush Marathe,st Dinesh Majhi b G Poddar,17,22,1,0,77.27,ODSAvsRLYS,False,stumped,5
16,RLYS,Ashutosh Sharma,st Dinesh Majhi b G Poddar,0,2,0,0,0.0,ODSAvsRLYS,False,stumped,6
17,RLYS,Zubair Ali khan,not out,65,43,3,5,151.16,ODSAvsRLYS,False,not out,7
0,ODSA,Swastik Samal,c Chetan Sakariya b Chirag Jani,212,169,21,8,125.44,ODSAvsSAUR,False,caught,1
1,ODSA,Om T Munde,lbw b Ankur Panwar,4,11,0,0,36.36,ODSAvsSAUR,False,lbw,2
2,ODSA,Sandeep Pattnaik,lbw b Ankur Panwar,2,14,0,0,14.29,ODSAvsSAUR,False,lbw,3
3,ODSA,G Poddar,c Harvik Desai b Prerak Mankad,9,6,2,0,150.0,ODSAvsSAUR,False,caught,4
4,ODSA,Samantray (c),c DA Jadeja b Ankur Panwar,100,91,7,3,109.89,ODSAvsSAUR,False,caught,5
5,ODSA,Prayash Singh,c Sammar Gajjar b Chirag Jani,1,2,0,0,50.0,ODSAvsSAUR,False,caught,6
6,ODSA,Aasirwad Swain (wk),not out,10,5,0,1,200.0,ODSAvsSAUR,False,not out,7
7,ODSA,Sambit S Baral,not out,0,2,0,0,0.0,ODSAvsSAUR,False,not out,8
8,SAUR,Harvik Desai (c & wk),c (sub)Anil Parida b Debabrata Pradhan,5,14,1,0,35.71,ODSAvsSAUR,False,caught,1
9,SAUR,Vishvaraj Jadeja,c Aasirwad Swain b G Poddar,50,41,9,0,121.95,ODSAvsSAUR,False,caught,2
10,SAUR,Jay Gohil,b Debabrata Pradhan,1,11,0,0,9.09,ODSAvsSAUR,False,bowled,3
11,SAUR,Sammar Gajjar,not out,132,118,12,3,111.86,ODSAvsSAUR,False,not out,4
12,SAUR,Prerak Mankad,c Badal Biswal b Samantray,47,42,5,0,111.9,ODSAvsSAUR,False,caught,5
13,SAUR,Chirag Jani,c Rajesh Mohanty b Debabrata Pradhan,86,55,10,2,156.36,ODSAvsSAUR,False,caught,6
14,SAUR,Ruchit Ahir,not out,22,12,2,1,183.33,ODSAvsSAUR,False,not out,7
0,PDC,Neyan Shyam Kangayan,c Samson b Nidheesh,25,22,5,0,113.64,PDCvsKER,False,caught,1
1,PDC,Ajay Rohera (wk),b Ankit Sharma,53,58,5,2,91.38,PDCvsKER,False,bowled,2
2,PDC,R Jashwanth Shreeram,c Samson b Eden Apple,57,54,3,4,105.56,PDCvsKER,False,caught,3
3,PDC,Parameeswaran Sivaraman,c Azharuddeen b Aparajith,11,16,0,1,68.75,PDCvsKER,False,caught,4
4,PDC,Aman Khan (c),b Biju Narayanan,27,23,1,2,117.39,PDCvsKER,False,bowled,5
5,PDC,Vikneshwaran Marimuthu,c Vishnu Vinod b Ankit Sharma,26,54,3,0,48.15,PDCvsKER,False,caught,6
6,PDC,Jayant Yadav,c (sub)Krishna Prasad b Nidheesh,23,35,2,0,65.71,PDCvsKER,False,caught,7
7,PDC,Sidak Singh,c (sub)Krishna Prasad b Nidheesh,7,5,1,0,140.0,PDCvsKER,False,caught,8
8,PDC,Bhupender Chauhan,c Salman Nizar b Eden Apple,4,8,0,0,50.0,PDCvsKER,False,caught,9
9,PDC,Sagar Udeshi,c Kunnummal b Nidheesh,2,7,0,0,28.57,PDCvsKER,False,caught,10
10,PDC,Parth Vaghani,not out,1,4,0,0,25.0,PDCvsKER,False,not out,11
11,KER,Sanju Samson (wk),b Parth Vaghani,11,14,2,0,78.57,PDCvsKER,False,bowled,1
12,KER,Rohan Kunnummal (c),b Bhupender Chauhan,8,8,1,0,100.0,PDCvsKER,False,bowled,2
13,KER,Baba Aparajith,not out,63,69,4,2,91.3,PDCvsKER,False,not out,3
14,KER,Vishnu Vinod,not out,162,84,13,14,192.86,PDCvsKER,False,not out,4
0,PDC,Neyan Shyam Kangayan,run out (Viki Saha),4,7,1,0,57.14,PDCvsTRI,False,run out,1
1,PDC,Bhanu Anand,lbw b Swapnil Singh,30,48,3,0,62.5,PDCvsTRI,False,lbw,2
2,PDC,Santosh Ratnaparkhe,c Udiyan Bose b M Murasingh,2,4,0,0,50.0,PDCvsTRI,False,caught,3
3,PDC,Siddhant Addhatrao (wk),c Sridam Paul b Swapnil Singh,12,24,1,0,50.0,PDCvsTRI,False,caught,4
4,PDC,Pugazhendi Akash,lbw b Viki Saha,7,22,0,0,31.82,PDCvsTRI,False,lbw,5
5,PDC,Aman Khan (c),c Rajat Dey b Viki Saha,17,24,2,0,70.83,PDCvsTRI,False,caught,6
6,PDC,Jayant Yadav,c (sub)Parvez Sultan b Viki Saha,51,89,6,0,57.3,PDCvsTRI,False,caught,7
7,PDC,Vikneshwaran Marimuthu,b Swapnil Singh,2,6,0,0,33.33,PDCvsTRI,False,bowled,8
8,PDC,Sidak Singh,run out (Abhijit K Sarkar),1,2,0,0,50.0,PDCvsTRI,False,run out,9
9,PDC,Sagar Udeshi,c (sub)Parvez Sultan b Abhijit K Sarkar,11,17,2,0,64.71,PDCvsTRI,False,caught,10
10,PDC,Parth Vaghani,not out,1,7,0,0,14.29,PDCvsTRI,False,not out,11
11,TRI,Tejasvi Jaiswal,c Vikneshwaran Marimuthu b Sagar Udeshi,8,7,2,0,114.29,PDCvsTRI,False,caught,1
12,TRI,Udiyan Bose,b Sagar Udeshi,53,61,4,3,86.89,PDCvsTRI,False,bowled,2
13,TRI,Sridam Paul,lbw b Jayant Yadav,15,19,3,0,78.95,PDCvsTRI,False,lbw,3
14,TRI,Vijay Shankar,not out,47,63,2,1,74.6,PDCvsTRI,False,not out,4
15,TRI,Rajat Dey,not out,15,46,1,0,32.61,PDCvsTRI,False,not out,5
0,PUN,Prabhsimran (wk),b Ramakrishna Ghosh,60,77,7,1,77.92,PUNvsMAH,False,bowled,1
1,PUN,Abhishek Sharma (c),c Pradeep Dadhe b Vicky Ostwal,48,45,6,2,106.67,PUNvsMAH,False,caught,2
2,PUN,Anmolpreet Singh,c Ruturaj Gaikwad b Ramakrishna Ghosh,85,78,4,3,108.97,PUNvsMAH,False,caught,3
3,PUN,Naman Dhir,run out (Rajvardhan Hangargekar),97,78,7,4,124.36,PUNvsMAH,False,run out,4
4,PUN,Salil Arora,c Ruturaj Gaikwad b Rajvardhan Hangargekar,9,6,0,1,150.0,PUNvsMAH,False,caught,5
5,PUN,Ramandeep Singh,not out,27,10,3,2,270.0,PUNvsMAH,False,not out,6
6,PUN,Sukhdeep Bajwa,c Nikhil Naik b Ramakrishna Ghosh,0,1,0,0,0.0,PUNvsMAH,False,caught,7
7,PUN,Harpreet Brar,not out,10,6,0,1,166.67,PUNvsMAH,False,not out,8
8,MAH,Prithvi Shaw,c and b Abhishek Sharma,46,39,6,1,117.95,PUNvsMAH,False,caught,1
9,MAH,Arshin Kulkarni,run out (Krish Bhagat),37,30,7,0,123.33,PUNvsMAH,False,run out,2
10,MAH,Siddhesh Veer,run out (Naman Dhir),18,25,2,0,72.0,PUNvsMAH,False,run out,3
11,MAH,Ruturaj Gaikwad (c),b Krish Bhagat,1,3,0,0,33.33,PUNvsMAH,False,bowled,4
12,MAH,Ankit Bawne,c Harpreet Brar b Raghu Sharma,45,67,3,0,67.16,PUNvsMAH,False,caught,5
13,MAH,Ramakrishna Ghosh,c Naman Dhir b Sukhdeep Bajwa,73,73,5,3,100.0,PUNvsMAH,False,caught,6
14,MAH,Nikhil Naik (wk),c Krish Bhagat b Sukhdeep Bajwa,14,19,0,1,73.68,PUNvsMAH,False,caught,7
15,MAH,Vicky Ostwal,not out,27,27,2,0,100.0,PUNvsMAH,False,not out,8
16,MAH,Rajvardhan Hangargekar,c Naman Dhir b Krish Bhagat,1,3,0,0,33.33,PUNvsMAH,False,caught,9
17,MAH,Jalaj Saxena,not out,24,17,4,0,141.18,PUNvsMAH,False,not out,10
0,PUN,Harnoor Singh,c Tripuresh Singh b Aryan Pandey,51,71,7,1,71.83,PUNvsMP,False,caught,1
1,PUN,Prabhsimran Singh (c & wk),c Saransh Jain b Kuldeep Sen,88,86,10,2,102.33,PUNvsMP,False,caught,2
2,PUN,Anmolpreet Singh,c Kumar Kartikeya b Tripuresh Singh,70,62,8,2,112.9,PUNvsMP,False,caught,3
3,PUN,Naman Dhir,c Rajat Patidar b Venkatesh Iyer,23,20,3,0,115.0,PUNvsMP,False,caught,4
4,PUN,Nehal Wadhera,c Kuldeep Sen b Tripuresh Singh,56,38,8,1,147.37,PUNvsMP,False,caught,5
5,PUN,Ramandeep Singh,not out,24,15,1,2,160.0,PUNvsMP,False,not out,6
6,PUN,Sanvir Singh,c Kumar Kartikeya b Venkatesh Iyer,13,8,2,0,162.5,PUNvsMP,False,caught,7
7,MP,Yash Dubey,c Harnoor Singh b Gurnoor Brar,3,10,0,0,30.0,PUNvsMP,False,caught,1
8,MP,Himanshu Mantri (wk),c Prabhsimran b Gurnoor Brar,18,26,2,0,69.23,PUNvsMP,False,caught,2
9,MP,Shubham Sharma,c Naman Dhir b Sanvir Singh,24,36,3,0,66.67,PUNvsMP,False,caught,3
10,MP,Rajat Patidar,c Gurnoor Brar b Krish Bhagat,38,40,1,2,95.0,PUNvsMP,False,caught,4
11,MP,Venkatesh Iyer (c),lbw b Sanvir Singh,0,2,0,0,0.0,PUNvsMP,False,lbw,5
12,MP,Akshat Raghuwanshi,c Gurnoor Brar b Krish Bhagat,4,10,0,0,40.0,PUNvsMP,False,caught,6
13,MP,Saransh Jain,c Naman Dhir b Sanvir Singh,6,11,1,0,54.55,PUNvsMP,False,caught,7
14,MP,Tripuresh Singh,lbw b Markande,31,30,4,0,103.33,PUNvsMP,False,lbw,8
15,MP,Aryan Pandey,c Naman Dhir b Ramandeep Singh,13,14,2,0,92.86,PUNvsMP,False,caught,9
16,MP,Kumar Kartikeya,b Ramandeep Singh,0,5,0,0,0.0,PUNvsMP,False,bowled,10
17,MP,Kuldeep Sen,not out,8,5,2,0,160.0,PUNvsMP,False,not out,11
0,PUN,Abhishek Sharma (c),c Shreyas Iyer b Sairaj Patil,8,10,2,0,80.0,PUNvsMUM,False,caught,1
1,PUN,Prabhsimran Singh (wk),b Onkar Tarmale,11,9,1,0,122.22,PUNvsMUM,False,bowled,2
2,PUN,Harnoor Singh,lbw b Onkar Tarmale,0,2,0,0,0.0,PUNvsMUM,False,lbw,3
3,PUN,Anmolpreet Singh,c Sarfaraz Khan b Musheer Khan,57,75,6,1,76.0,PUNvsMUM,False,caught,4
4,PUN,Naman Dhir,b Shivam Dube,22,29,3,0,75.86,PUNvsMUM,False,bowled,5
5,PUN,Ramandeep Singh,c Shams Mulani b Shashank Attarde,72,74,5,2,97.3,PUNvsMUM,False,caught,6
6,PUN,Krish Bhagat,c Hardik Tamore b Shashank Attarde,0,4,0,0,0.0,PUNvsMUM,False,caught,7
7,PUN,Harpreet Brar,c Shashank Attarde b Shivam Dube,15,40,0,0,37.5,PUNvsMUM,False,caught,8
8,PUN,Sukhdeep Bajwa,b Musheer Khan,17,21,0,2,80.95,PUNvsMUM,False,bowled,9
9,PUN,Mayank Markande,not out,5,2,1,0,250.0,PUNvsMUM,False,not out,10
10,PUN,Gurnoor Brar,c Hardik Tamore b Musheer Khan,1,5,0,0,20.0,PUNvsMUM,False,caught,11
11,MUM,Angkrish Raghuvanshi,c Prabhsimran b Gurnoor Brar,23,32,3,0,71.88,PUNvsMUM,False,caught,1
12,MUM,Musheer Khan,c Markande b Gurnoor Brar,21,22,1,2,95.45,PUNvsMUM,False,caught,2
13,MUM,Sarfaraz Khan,lbw b Markande,62,20,7,5,310.0,PUNvsMUM,False,lbw,3
14,MUM,Shreyas Iyer (c),c Naman Dhir b Markande,45,34,4,2,132.35,PUNvsMUM,False,caught,4
15,MUM,Suryakumar Yadav,c Prabhsimran b Gurnoor Brar,15,12,3,0,125.0,PUNvsMUM,False,caught,5
16,MUM,Shivam Dube,c Sukhdeep Bajwa b Gurnoor Brar,12,6,3,0,200.0,PUNvsMUM,False,caught,6
17,MUM,Hardik Tamore (wk),c Gurnoor Brar b Harnoor Singh,15,15,3,0,100.0,PUNvsMUM,False,caught,7
18,MUM,Shams Mulani,not out,2,5,0,0,40.0,PUNvsMUM,False,not out,8
19,MUM,Sairaj Patil,b Harpreet Brar,1,9,0,0,11.11,PUNvsMUM,False,bowled,9
20,MUM,Shashank Attarde,c Abhishek Sharma b Markande,0,2,0,0,0.0,PUNvsMUM,False,caught,10
21,MUM,Onkar Tukaram Tarmale,b Markande,0,1,0,0,0.0,PUNvsMUM,False,bowled,11
0,PUN,Harnoor Singh,run out (Chirag Jani),33,43,5,1,76.74,PUNvsSAUR,False,run out,1
1,PUN,Prabhsimran Singh (c & wk),c (sub)Ansh Gosai b Chirag Jani,87,89,9,3,97.75,PUNvsSAUR,False,caught,2
2,PUN,Anmolpreet Singh,c Jaydev Unadkat b Chetan Sakariya,100,105,9,1,95.24,PUNvsSAUR,False,caught,3
3,PUN,Naman Dhir,c Harvik Desai b Ankur Panwar,8,14,0,0,57.14,PUNvsSAUR,False,caught,4
4,PUN,Nehal Wadhera,lbw b Ankur Panwar,0,1,0,0,0.0,PUNvsSAUR,False,lbw,5
5,PUN,Ramandeep Singh,run out (DA Jadeja/Harvik Desai),42,38,3,0,110.53,PUNvsSAUR,False,run out,6
6,PUN,Sanvir Singh,c Ruchit Ahir b Chirag Jani,1,3,0,0,33.33,PUNvsSAUR,False,caught,7
7,PUN,Krish Bhagat,c Vishvaraj Jadeja b Chetan Sakariya,1,2,0,0,50.0,PUNvsSAUR,False,caught,8
8,PUN,Sukhdeep Bajwa,c (sub)Ansh Gosai b Chetan Sakariya,0,3,0,0,0.0,PUNvsSAUR,False,caught,9
9,PUN,Gurnoor Brar,c Harvik Desai b Chetan Sakariya,0,1,0,0,0.0,PUNvsSAUR,False,caught,10
10,PUN,Mayank Markande,not out,0,1,0,0,0.0,PUNvsSAUR,False,not out,11
11,SAUR,Harvik Desai (c & wk),c Naman Dhir b Gurnoor Brar,64,63,9,0,101.59,PUNvsSAUR,False,caught,1
12,SAUR,Vishvaraj Jadeja,not out,165,127,18,3,129.92,PUNvsSAUR,False,not out,2
13,SAUR,Prerak Mankad,not out,52,49,7,0,106.12,PUNvsSAUR,False,not out,3
0,PUN,Abhishek Sharma (c),c Harsh Rana b Abhay Negi,30,26,5,1,115.38,PUNvsUTK,False,caught,1
1,PUN,Prabhsimran (wk),c Kunal Chandela b Jagmohan Nagarkoti,28,23,5,1,121.74,PUNvsUTK,False,caught,2
2,PUN,Anmolpreet Singh,b Mayank Mishra,21,35,0,1,60.0,PUNvsUTK,False,bowled,3
3,PUN,Naman Dhir,c Saurabh Rawat b Jagmohan Nagarkoti,2,10,0,0,20.0,PUNvsUTK,False,caught,4
4,PUN,Salil Arora,retd hurt,65,84,3,1,77.38,PUNvsUTK,False,retired hurt,5
5,PUN,Ramandeep Singh,c J Suchith b Mayank Mishra,1,2,0,0,50.0,PUNvsUTK,False,caught,6
6,PUN,Harpreet Brar,b J Suchith,6,22,0,0,27.27,PUNvsUTK,False,bowled,7
7,PUN,Krish Bhagat,c J Suchith b Yuvraj Chaudhary,51,65,1,2,78.46,PUNvsUTK,False,caught,8
8,PUN,Sukhdeep Bajwa,not out,29,23,2,1,126.09,PUNvsUTK,False,not out,9
9,PUN,Gurnoor Brar,c Yuvraj Chaudhary b Devendra Singh Bora,25,9,3,2,277.78,PUNvsUTK,False,caught,10
10,PUN,Raghu Sharma,not out,1,1,0,0,100.0,PUNvsUTK,False,not out,11
11,UTK,Kamal Singh,c Prabhsimran b Gurnoor Brar,12,25,1,0,48.0,PUNvsUTK,False,caught,1
12,UTK,Yuvraj Chaudhary,c Abhishek Sharma b Gurnoor Brar,8,18,1,0,44.44,PUNvsUTK,False,caught,2
13,UTK,Kunal Chandela (c),b Abhishek Sharma,118,114,5,5,103.51,PUNvsUTK,False,bowled,3
14,UTK,Harsh Rana,c Ramandeep Singh b Abhishek Sharma,28,35,4,0,80.0,PUNvsUTK,False,caught,4
15,UTK,Jagadeesha Suchith,c Harpreet Brar b Raghu Sharma,28,48,1,0,58.33,PUNvsUTK,False,caught,5
16,UTK,Shashwat Dangwal,not out,51,38,2,3,134.21,PUNvsUTK,False,not out,6
17,UTK,Saurabh Rawat (wk),not out,12,11,1,0,109.09,PUNvsUTK,False,not out,7
0,RAJ,Aditya Rathore,c Aparajith b Eden Apple,25,14,6,0,178.57,RAJvsKER,False,caught,1
1,RAJ,Ram Mohan Chouhan,c Vignesh Puthur b Ankit Sharma,15,19,3,0,78.95,RAJvsKER,False,caught,2
2,RAJ,Karan Lamba,not out,119,131,6,4,90.84,RAJvsKER,False,not out,3
3,RAJ,Deepak Hooda,c and b Aparajith,86,83,4,6,103.61,RAJvsKER,False,caught,4
4,RAJ,Lomror,c Azharuddeen b Muhammed Sharafuddeen,9,15,0,0,60.0,RAJvsKER,False,caught,5
5,RAJ,Samarpit Joshi (wk),c Nidheesh b Muhammed Sharafuddeen,12,11,0,1,109.09,RAJvsKER,False,caught,6
6,RAJ,Kukna Ajay Singh,c Eden Apple b Muhammed Sharafuddeen,23,15,2,1,153.33,RAJvsKER,False,caught,7
7,RAJ,Manav Suthar (c),hit wkt b Nidheesh,21,11,1,2,190.91,RAJvsKER,False,unknown,8
8,RAJ,Ashok Sharma,not out,1,1,0,0,100.0,RAJvsKER,False,not out,9
9,KER,Rohan Kunnummal (c),b Aniket Choudhary,0,1,0,0,0.0,RAJvsKER,False,bowled,1
